Draft Class,Name,School,Position,Height,Weight,Hand Size,Arm Length,Wonderlic,40 Yard Dash,Bench Press,Vertical,Broad Jump,Shuttle,3 Cone,60Yd Shuttle,Rec,Yds,Avg,TD,YP,Games Played
2014,Marqise Lee,Southern California,WR,71.75,192,9.5,31.75,,4.52,10,38,126,4.01,7.07,,248,3655,14.7,29,3,36
2014,Marcus Lucas,Missouri,WR,75.75,218,9.38,33.63,,4.6,20,36,123,4.25,7.07,,130,1638,12.6,11,4,49
2014,Jordan Matthews,Vanderbilt,WR,75.13,212,10.38,33.25,29,4.46,21,35.5,120,4.18,6.95,11.84,262,3759,14.3,24,4,51
2014,Donte Moncrief,Mississippi,WR,74.38,221,9.13,32.38,,4.4,13,39.5,132,4.3,7.02,,156,2371,15.2,20,3,38
2014,Kevin Norwood,Alabama,WR,74,198,10,32.13,,4.48,8,33,121,4.32,6.68,11.46,81,1275,15.7,12,4,49
2014,Walter Powell,Murray State (KY),WR,71.38,189,9.5,31.625,,4.63,10,31.5,120,4.23,6.7,,,,,,,
2014,Tevin Reese,Baylor,WR,70.5,163,8.63,31.63,,4.46,,41,132,4.18,6.63,,187,3102,16.6,24,4,47
2014,Paul Richardson,Colorado,WR,72.38,175,8.88,32.63,,4.4,,38,123,4.27,7.09,,156,2412,15.5,21,3,33
2014,Allen Robinson,Penn State,WR,74.63,220,9.5,32,,4.6,,39,126,4,7,11.36,177,2479,14,17,3,35
2014,Jalen Saunders,Oklahoma,WR,68.88,165,8.88,30,,4.44,,34,122,4.38,7.4,,203,3085,15.2,26,4,48
2014,Willie Snead,Ball State (IN),WR,71,195,10.25,33,,4.62,11,33.5,112,4.39,7.19,11.96,223,2991,13.4,26,3,37
2014,Josh Stewart,Oklahoma State,WR,69.88,178,9.38,30,,4.69,11,35,116,4.33,7.1,,180,2204,12.2,12,3,38
2014,Devin Street,Pittsburgh,WR,74.88,198,9.25,33.38,,4.55,,37,123,4.01,6.89,,202,2901,14.4,16,4,49
2014,L'Damian Washington,Missouri,WR,75.88,195,9,33.38,,4.46,8,32,114,4.35,7.19,,100,1735,17.4,15,4,50
2014,Sammy Watkins,Clemson,WR,72.75,211,9.63,32,,4.43,16,34,125,4.34,6.95,,240,3391,14.1,27,3,36
2014,Albert Wilson,Georgia State,WR,69.38,202,9.13,30.38,,4.43,10,37.5,123,4.21,7,,71,1177,16.6,8,1,12
2013,Keenan Allen,California,WR,74,206,10,32.75,,,,,,,,,205,2570,12.5,17,3,33
2013,Tavon Austin,West Virginia,WR,68.5,174,9.18,30.08,7,4.34,14,32,120,4.01,,,288,3413,11.9,29,4,52
2013,Stedman Bailey,West Virginia,WR,70.25,193,9.78,32.68,,4.52,11,34.5,117,4.09,6.81,,210,3218,15.3,41,3,39
2013,Alan Bonner,Jacksonville State (AL),WR,70.25,193,9.38,30.28,,4.59,14,33,117,4.15,7.15,,,,,,,
2013,Josh Boyce,Texas Christian,WR,71.13,206,9.28,31.28,,4.38,22,34,131,4.1,6.68,11.26,161,2535,15.7,22,3,39
2013,Justin Brown,Oklahoma,WR,75.13,207,9.63,32,,4.64,7,29,114,4.35,7.07,,146,1926,13.2,8,4,49
2013,Marlon Brown,Georgia,WR,75.88,213,8.38,32.75,,,9,,,,,,55,851,15.5,8,4,40
2013,Brice Butler,San Diego State,WR,75.25,214,9.38,34.5,,4.41,,37.5,126,4.44,6.81,,65,901,13.9,7,4,49
2013,Jasper Collins,Mount Union (OH),WR,70.25,180,9.13,29.5,,4.51,11,33,118,4.11,6.96,,,,,,,
2013,Marcus Davis,Virginia Tech,WR,75,233,10.28,32.68,,4.56,19,39.5,120,4.24,7.15,,105,1827,17.4,13,4,53
2013,Aaron Dobson,Marshall (WV),WR,74.75,210,9,33,,4.41,15,33.5,118,4.37,7.3,,165,2398,14.5,24,4,47
2013,Kevin Dorsey,Maryland,WR,73.38,207,9.63,33.75,,4.51,16,36.5,127,4.32,7.19,,81,1088,13.4,9,4,47
2013,Corey Fuller,Virginia Tech,WR,74.25,204,9.48,33.28,,4.43,12,31.5,120,4.52,7.28,,45,834,18.5,6,2,20
2013,Tyrone Goard,Eastern Kentucky,WR,75.75,205,8.68,34.08,,4.5,10,36,123,4.39,6.9,,,,,,,
2013,Marquise Goodwin,Texas,WR,68.88,183,8.58,31.48,,4.27,13,40.5,132,4.13,6.77,,120,1364,11.4,7,4,50
2013,Cobi Hamilton,Arkansas,WR,73.75,212,8.68,32.48,,4.56,11,29.5,107,4.31,7.2,,175,2854,16.3,18,4,51
2013,Chris Harper,Kansas State,WR,72.75,229,9.68,32.68,33,4.55,20,35.5,116,4.39,6.89,,123,1734,14.1,12,3,39
2013,Mark Harrison,Rutgers,WR,74.88,231,9.58,35.08,,4.46,17,38.5,129,4.33,6.99,11.72,107,1769,16.5,18,4,45
2013,DeAndre Hopkins,Clemson,WR,73,214,10.08,33.38,,4.57,15,36,115,4.5,6.94,,206,3020,14.7,27,3,39
2013,Justin Hunter,Tennessee,WR,76,196,9.38,33.28,12,4.44,,39.5,136,4.33,7.3,,106,1812,17.1,18,3,38
2013,Charles Johnson,,WR,74,215,9.25,30.5,,4.43,13,38,130,4.35,7.15,,,,,,,
2013,Darius Johnson,Southern Methodist (TX),WR,69,179,9.18,30.28,,4.6,6,32,109,4.53,7.4,,232,2854,12.3,20,4,42
2013,Brandon Kaufman,Eastern Washington,WR,77,216,9.28,32.28,,4.67,9,33.5,115,4.44,7.11,12.14,,,,,,
2013,Tavarres King,Georgia,WR,72.25,189,9.48,33.08,,4.47,11,36.5,123,4.33,6.91,,136,2602,19.1,21,5,56
2013,Alec Lemon,Syracuse,WR,73.25,202,8.48,31.18,,4.59,7,32,112,4.29,7.04,,201,2596,12.9,18,4,47
2013,Aaron Mellette,Elon (NC),WR,74.38,217,9.58,33.18,,4.54,9,33.5,123,4.41,7.11,,,,,,,
2013,T.J. Moe,Missouri,WR,71.5,204,9.78,30.18,,4.74,26,36,120,3.96,6.53,10.87,188,2101,11.2,11,4,47
2013,Cordarrelle Patterson,Tennessee,WR,73.88,216,9.08,31.68,11,4.42,,37,128,4.44,7.39,,46,778,16.9,5,1,12
2013,Quinton Patton,Louisiana Tech,WR,72,204,9.38,32.78,,4.53,8,33,118,4.01,6.91,,183,2594,14.2,24,2,25
2013,Denard Robinson,Michigan,WR,70.5,199,9.08,32.58,,4.43,,36.5,123,4.22,7.09,,,,,,,
2013,DaRick Rogers,Tennessee Tech,WR,74.5,217,9.48,32.68,,4.52,10,39.5,132,4.06,6.71,11.31,,,,,,
2013,Zach Rogers,Tennessee,WR,72.13,182,9.38,30.5,,4.5,12,30.5,112,4.26,6.87,,63,906,14.4,9,4,48
2013,Lanear Sampson,Baylor,WR,71.13,204,9.28,30.68,,4.46,20,33.5,119,4.38,7.1,11.87,165,1905,11.5,11,4,50
2013,Ace Sanders,South Carolina,WR,67,173,8.78,29.48,,4.58,7,32,117,4.37,6.81,11.29,99,1230,12.4,13,3,40
2013,Mike Smith,Kansas,WR,72,197,9.75,31,,4.63,9,31.5,115,4.41,7.14,,,,,,,
2013,Rodney Smith,Florida State,WR,76.38,225,10.38,34.68,,4.51,,34.5,120,4.07,7.03,11.84,106,1540,14.5,10,4,48
2013,Ryan Spadola,Lehigh (PA),WR,73.25,204,9.68,30.68,,4.48,15,33.5,119,4.07,6.72,11.35,,,,,,
2013,Kenny Stills,Oklahoma,WR,72.5,194,9.08,30.48,,4.38,16,33.5,124,4.35,7.24,,204,2594,12.7,24,3,38
2013,Ryan Swope,Texas A&M,WR,72.13,205,8.48,31.38,,4.34,16,37,125,4.25,6.76,,252,3117,12.4,24,4,51
2013,Kenbrell Thompkins,Cincinnati,WR,72.63,193,8.68,32.28,,4.54,8,33.5,121,4.21,6.88,11.9,78,1077,13.8,4,2,26
2013,Conner Vernon,Duke,WR,72.25,196,9.28,30.48,,4.68,,32.5,125,4.22,6.93,11.34,283,3749,13.2,21,4,48
2013,Markus Wheaton,Oregon State,WR,71,189,9.18,32.68,,4.45,20,37,120,4.02,6.8,11.16,227,2994,13.2,16,4,49
2013,Terrance Williams,Baylor,WR,74,208,8.68,31.28,,4.52,11,32.5,119,4.32,7.01,11.5,202,3334,16.5,27,4,51
2013,Marquess Wilson,Washington State,WR,74.63,194,9.28,31.18,,4.51,7,34.5,122,4.33,6.65,,189,3207,17,23,3,33
2013,Robert Woods,Southern California,WR,72.38,201,9.28,31.08,23,4.51,14,33.5,117,4.47,7.15,,252,2930,11.6,32,3,38
2012,Joe Adams,Arkansas,WR,70.63,179,9.38,31.88,,4.51,6,36,123,4.22,7.09,,164,2410,14.7,17,4,47
2012,Tim Benford,Tennessee Tech,WR,71.25,205,8.88,33.125,,4.51,15,31.5,118,4.39,7.41,,,,,,,
2012,Travis Benjamin,Miami (FL),WR,69.88,172,8.75,31.75,,4.31,14,38,119,4.21,7.07,,131,2146,16.4,13,4,49
2012,Justin Blackmon,Oklahoma State,WR,72.88,207,9.25,32.5,,4.48,14,33.5,120,4.42,7.24,,253,3564,14.1,40,3,38
2012,Jarrett Boykin,Virginia Tech,WR,73.75,217,10.25,32.25,,4.62,11,36,123,4.28,7.12,11.22,184,2884,15.7,18,4,54
2012,LaVon Brazill,Ohio,WR,70.63,192,9.75,32,,4.43,11,32.5,115,4.41,,,187,2515,13.4,18,5,49
2012,Ryan Broyles,Oklahoma,WR,70.13,192,9,30.25,,4.57,21,,,,,,349,4586,13.1,45,4,48
2012,Brandon Carswell,Southern California,WR,73,201,,,,4.51,17,32.5,109,4.26,7.15,,40,386,9.7,2,4,44
2012,Greg Childs,Arkansas,WR,75.13,219,10.13,34.13,,4.52,19,36.5,125,4.13,7.01,,133,2066,15.5,15,4,44
2012,Toney Clemons,Colorado,WR,74.13,210,,,,4.44,10,34.5,125,4.37,7.04,,98,1268,12.9,11,4,43
2012,Danny Coale,Virginia Tech,WR,71.88,201,9.13,30.63,,4.42,12,35,115,4.15,6.69,11.22,165,2658,16.1,8,4,55
2012,Josh Cooper,Oklahoma State,WR,70.63,190,9.5,31,,4.65,11,30,112,4.39,7.23,,161,1695,10.5,9,4,46
2012,Juron Criner,Arizona,WR,74.5,224,10.5,32,,4.66,17,38,117,4.3,7.15,,209,2859,13.7,32,4,50
2012,B.J. Cunningham,Michigan State,WR,73.38,211,8.13,33,,4.52,12,31.5,116,4.35,7.1,,218,3086,14.2,25,4,51
2012,Jeremy Ebert,Northwestern,WR,70.75,200,,,,4.42,15,31.5,109,4.19,6.81,,173,2400,13.9,21,4,52
2012,Patrick Edwards,Houston,WR,69.25,172,8.38,29.63,,4.58,4,32,115,4.24,7.23,,291,4507,15.5,43,4,48
2012,Michael Floyd,Notre Dame,WR,74.63,220,9.38,32.88,,4.4,16,36.5,122,4.41,7.22,,271,3686,13.6,37,4,43
2012,Jeff Fuller,Texas A&M,WR,76.13,223,9.88,33.63,,4.58,17,30.5,117,4.46,7.2,,233,3092,13.3,34,4,46
2012,Chris Givens,Wake Forest,WR,71.13,198,8.25,31.25,,4.35,19,33.5,118,4.23,6.97,,163,2473,15.2,21,3,36
2012,T.J. Graham,North Carolina State,WR,71.38,188,9,32.75,,4.34,8,33.5,120,4.18,6.77,,137,3153,23,2,4,46
2012,Darius Hanks,Alabama,WR,71.63,184,9.5,31.75,,4.52,11,34,117,4.32,6.98,,84,1150,13.7,7,5,45
2012,Junior Hemingway,Michigan,WR,72.88,225,9.63,32.5,,4.48,21,35.5,124,3.98,6.59,11.16,88,1638,18.6,11,5,47
2012,Stephen Hill,Georgia Tech,WR,76,215,9.38,33.38,,4.28,14,39.5,133,4.48,6.88,11.43,49,1248,25.5,9,3,38
2012,T.Y. Hilton,Florida International,WR,69.5,183,8.5,32,,4.37,6,34,116,4.4,7.14,,229,3531,15.4,24,4,50
2012,Jerrell Jackson,Missouri,WR,72.25,196,9.25,32.88,,4.5,22,41,127,4.11,6.82,11.08,113,1434,12.7,6,4,49
2012,Alshon Jeffery,South Carolina,WR,74.88,216,10.25,33,,4.48,,35,119,4.21,6.82,,183,3042,16.6,23,3,40
